id,latitude,longitude,code_postal,region,ville
1,46.999873398,6.498147193,25650,bourgogne-franche-comté,ville du pont
2,47.361512085,6.235167025,25640,bourgogne-franche-comté,villers grelot
3,47.368383721,6.871414913,25310,bourgogne-franche-comté,villars les blamont
4,46.713906258,6.26583065,25240,bourgogne-franche-comté,les villedieu
5,47.228558434,5.852186748,25170,bourgogne-franche-comté,villers buzon
6,47.240809828,6.473842387,25510,bourgogne-franche-comté,villers la combe
7,46.901588322,6.045328224,25270,bourgogne-franche-comté,villers sous chalamont
8,47.473552905,6.782505604,25420,bourgogne-franche-comté,voujeaucourt
9,49.460193485,3.756684634,2860,hauts-de-france,bouconville vauclair
10,49.067056293,3.316703204,2400,hauts-de-france,bouresches
11,49.742857871,3.399923608,2240,hauts-de-france,brissy hamegicourt
12,49.110351585,3.153350725,2810,hauts-de-france,brumetz
13,49.771382057,4.186261479,2360,hauts-de-france,brunehamel
14,49.387973822,3.398519722,2880,hauts-de-france,bucy le long
15,49.617755672,3.121707969,2300,hauts-de-france,caillouel crepigny
16,49.52049848,3.127624347,2300,hauts-de-france,camelin
17,49.450196586,3.679121433,2860,hauts-de-france,cerny en laonnois
18,49.598625529,3.671806573,2000,hauts-de-france,chambry
19,49.70058224,3.985961293,2340,hauts-de-france,chaourse
20,49.650915124,3.384799677,2800,hauts-de-france,charmes
21,49.315257363,3.252722944,2200,hauts-de-france,chaudun
22,49.619538899,3.219139283,2300,hauts-de-france,chauny
23,49.126870891,3.168015889,2810,hauts-de-france,chezy en orxois
24,49.532848303,3.585053697,2000,hauts-de-france,chivy les etouvelles
25,49.367262408,3.467612315,2220,hauts-de-france,ciry salsogne
26,49.749158544,3.230539083,2440,hauts-de-france,clastres
27,49.513778836,3.727459479,2860,hauts-de-france,montchalons
28,49.489769799,3.655508134,2860,hauts-de-france,monthenault
29,49.122370638,3.107996308,2810,hauts-de-france,montigny l allier
30,49.372578828,3.099063795,2290,hauts-de-france,montigny lengrain
31,49.292397628,3.582216807,2220,hauts-de-france,mont notre dame
32,49.792702607,4.210227315,2360,hauts-de-france,mont st jean
33,49.278626123,3.434628893,2210,hauts-de-france,muret et crouttes
34,48.999750332,3.44605178,2400,hauts-de-france,nesles la montagne
35,49.436580849,4.024031385,2190,hauts-de-france,neufchatel sur aisne
36,50.008566787,3.809358313,2170,hauts-de-france,le nouvion en thierache
37,49.614542455,3.191108052,2300,hauts-de-france,ognes
38,49.375881407,4.016154951,2190,hauts-de-france,orainville
39,49.399369702,3.237910386,2290,hauts-de-france,osly courtil
40,49.46035579,3.649818372,2860,hauts-de-france,pancy courtecon
41,50.017614944,3.880061553,2260,hauts-de-france,papleux
42,49.270195121,3.329041936,2210,hauts-de-france,parcy et tigny
43,49.538438581,3.703323738,2840,hauts-de-france,parfondru
44,48.954292173,3.563228277,2330,hauts-de-france,pargny la dhuys
45,49.73198721,3.617572589,2270,hauts-de-france,pargny les bois
46,49.794619132,3.564481061,2240,hauts-de-france,parpeville
47,48.957893106,3.469516322,2540,hauts-de-france,viffort
48,49.170863583,3.4754559240000003,2130,hauts-de-france,villeneuve sur fere
49,49.779716306,3.09133152,2590,hauts-de-france,villers st christophe
50,49.948014627,3.997490476,2500,hauts-de-france,wimy
51,44.793514305,6.025693765,5800,provence-alpes-côte d'azur,st firmin en valgodemard
52,49.739164547,3.866951038,2250,hauts-de-france,bosmont sur serre
53,49.378528828,3.846143285,2160,hauts-de-france,bouffignereux
54,49.543351686,3.154672717,2300,hauts-de-france,bourguignon sous coucy
55,49.516508164,3.412722641,2320,hauts-de-france,brancourt en laonnois
56,49.437398745,3.609863828,2000,hauts-de-france,braye en laonnois
57,49.368284047,3.54436136,2220,hauts-de-france,brenelle
58,49.597375488,3.473167317,2870,hauts-de-france,brie
59,49.883202459,3.713383147,2120,hauts-de-france,wiege faty
60,49.524775786,3.669533869,2860,hauts-de-france,bruyeres et montberault
61,49.52049848,3.127624347,2300,hauts-de-france,camelin
62,49.800742628,3.253372217,2680,hauts-de-france,castres
63,49.508011773,3.522228189,2000,hauts-de-france,chaillevois
64,44.814986241,4.42533053,7190,auvergne-rhône-alpes,albon d ardeche
65,49.377956997,3.5022180460000003,2370,hauts-de-france,chassemy
66,49.056425662,3.381541175,2400,hauts-de-france,chateau thierry
67,45.24633989,4.651027131,7100,auvergne-rhône-alpes,annonay
68,49.761912822,3.702869899,2270,hauts-de-france,chatillon les sons
69,49.793931936,3.416909399,2240,hauts-de-france,chatillon sur oise
70,49.255681433,3.604732022,2220,hauts-de-france,chery chartreuve
71,44.425050124,4.184546969,7140,auvergne-rhône-alpes,les assions
72,49.648935895,3.593859599,2000,hauts-de-france,chery les pouilly
73,44.869254781,4.511902169,7190,auvergne-rhône-alpes,beauvene
74,49.930254202,3.776579181,2120,hauts-de-france,chigny
75,49.749214967,3.840427798,2250,hauts-de-france,cilly
76,44.337648804,4.298027723,7150,auvergne-rhône-alpes,bessas
77,45.267247358,4.64531343,7100,auvergne-rhône-alpes,boulieu les annonay
78,44.688564128,4.546249145,7000,auvergne-rhône-alpes,freyssenet
79,44.421176818,4.071956856,7140,auvergne-rhône-alpes,gravieres
80,44.503712977,4.288051747,7110,auvergne-rhône-alpes,laurac en vivarais
81,44.47842111,4.050331709,7140,auvergne-rhône-alpes,malarce sur la thines
82,44.805857591,4.389352756,7190,auvergne-rhône-alpes,marcols les eaux
83,44.518242755,4.294294724,7110,auvergne-rhône-alpes,montreal
84,44.915172091,4.501873879,7160,auvergne-rhône-alpes,belsentes
85,44.595386971,4.254443305,7110,auvergne-rhône-alpes,prunet
86,44.580743053,4.279673268,7110,auvergne-rhône-alpes,rocher
87,44.434362261,4.294617257,7120,auvergne-rhône-alpes,st alban auriolles
88,44.434362261,4.294617257,7120,auvergne-rhône-alpes,st alban auriolles
89,44.801469013,4.523351508,7190,auvergne-rhône-alpes,st etienne de serre
90,44.844258846,4.424403779,7190,auvergne-rhône-alpes,st genest lachamp
91,44.854713177,4.582378545,7190,auvergne-rhône-alpes,st maurice en chalencon
92,44.940900268,4.824380067,7130,auvergne-rhône-alpes,st peray
93,44.976021002,4.796591138,7130,auvergne-rhône-alpes,st romain de lerps
94,44.412648109,4.331865524,7120,auvergne-rhône-alpes,sampzon
95,44.532932661,4.231771763,7110,auvergne-rhône-alpes,sanilhac
96,44.891795842,4.851099731,7130,auvergne-rhône-alpes,soyons
97,49.964774581,3.356345656,2110,hauts-de-france,montbrehain
98,49.735843297,3.261878148,2440,hauts-de-france,montescourt lizerolles
99,44.400362094,4.405442855,7150,auvergne-rhône-alpes,vallon pont d arc
100,48.983232726,3.566517221,2330,hauts-de-france,montigny les conde
101,44.392227568,4.114704212,7140,auvergne-rhône-alpes,les vans
102,49.741394451,3.804042798,2250,hauts-de-france,montigny sous marle
103,49.667813906,4.062955359,2340,hauts-de-france,montloue
104,49.081931195,3.476999705,2400,hauts-de-france,mont st pere
105,44.549110618,4.503596816,7170,auvergne-rhône-alpes,villeneuve de berg
106,49.336522127,3.081227765,2600,hauts-de-france,mortefontaine
107,49.305284958,3.433858092,2200,hauts-de-france,nampteuil sous muret
108,49.617084777,3.159479468,2300,hauts-de-france,neuflieux
109,49.162859433,3.264251606,2470,hauts-de-france,neuilly st front
110,49.574436225,4.030266889,2150,hauts-de-france,nizy le comte
111,49.204123313,3.207797063,2600,hauts-de-france,noroy sur ourcq
112,49.707297768,3.493588723,2270,hauts-de-france,nouvion et catillon
113,49.918552317,4.011905333,2500,hauts-de-france,ohis
114,49.066037275,3.574160645,2850,hauts-de-france,passy sur marne
115,49.375849613,3.229862367,2200,hauts-de-france,pernant
116,49.163077859,3.716339895,2130,hauts-de-france,villers agron aiguizy
117,44.346385583,1.680824306,46230,occitanie,bach
118,43.000605933,1.877001309,9600,occitanie,aigues vives
119,42.75449595,1.698141074,9310,occitanie,albies
120,42.981477991,1.455583307,9240,occitanie,alzen
121,42.873136055,0.901076172,9800,occitanie,antras
122,42.804212622,1.741572347,9250,occitanie,appy
123,42.852578527,1.6462588500000002,9400,occitanie,arnave
124,42.877897905,1.036286961,9800,occitanie,arrien en bethmale
125,42.681045186,1.659353899,9310,occitanie,aston
126,43.062358722,1.134894033,9230,occitanie,barjac
127,43.077767567,1.609995993,9100,occitanie,benagues
128,43.072394781,1.846291671,9500,occitanie,besset
129,42.785299496,1.799260845,9250,occitanie,bestiac
130,43.084337113,1.02905351,9160,occitanie,betchat
131,43.152935541,1.5735185180000002,9100,occitanie,bezac
132,42.840298273,0.982966446,9800,occitanie,bonac irazein
133,42.792392257,1.643365341,9310,occitanie,bouan
134,42.907697093,1.391199599,9320,occitanie,boussenac
135,42.951550607,1.472306905,9000,occitanie,burret
136,43.033346295,1.741123428,9120,occitanie,calzan
137,42.975332692,1.7620467190000002,9300,occitanie,carla de roquefort
138,42.992428714,1.338333517,9420,occitanie,castelnau durban
139,43.127912251,1.403548506,9130,occitanie,casteras
140,43.166036647,1.319505787,9350,occitanie,castex
141,43.052924497,1.519269138,9120,occitanie,cazaux
142,44.798496053,6.112547256,5800,provence-alpes-côte d'azur,st maurice en valgodemard
143,44.566071049,4.301942115,7110,auvergne-rhône-alpes,chassiers
144,44.595318348,4.298677117,7110,auvergne-rhône-alpes,chazeaux
145,44.965893212,4.841157717,7130,auvergne-rhône-alpes,cornas
146,44.743230369,4.622473789,7000,auvergne-rhône-alpes,coux
147,44.659793314,4.515767253,7170,auvergne-rhône-alpes,darbres
148,44.851597834,4.357764189,7160,auvergne-rhône-alpes,dornas
149,44.533435177,4.301173733,7110,auvergne-rhône-alpes,largentiere
150,44.885755486,4.353058652,7160,auvergne-rhône-alpes,mariac
151,44.533398573,4.003739641,7140,auvergne-rhône-alpes,montselgues
152,44.722434276,4.594124449,7000,auvergne-rhône-alpes,privas
153,44.568283822,4.207891882,7110,auvergne-rhône-alpes,rocles
154,44.926511605,4.453931301,7160,auvergne-rhône-alpes,st cierge sous le cheylard
155,45.2886497,4.629391603,7100,auvergne-rhône-alpes,st marcel les annonay
156,44.48245206,4.101861085,7140,auvergne-rhône-alpes,st pierre st jean
157,44.818862746,4.481469211,7190,auvergne-rhône-alpes,st pierreville
158,44.392227568,4.114704212,7140,auvergne-rhône-alpes,les vans
159,46.585078016,5.58585556,39270,bourgogne-franche-comté,alieze
160,46.393818871,5.582269114,39240,bourgogne-franche-comté,arinthod
161,46.765371686,5.537548031,39210,bourgogne-franche-comté,arlay
162,46.581654364,5.526378282,39270,bourgogne-franche-comté,la chailleuse
163,46.916358761,5.633131722,39800,bourgogne-franche-comté,aumont
164,47.177696691,5.654431375,39700,bourgogne-franche-comté,auxange
165,46.401415232,5.841108907,39200,bourgogne-franche-comté,avignon les st claude
166,46.982403501,5.580664055,39380,bourgogne-franche-comté,bans
167,47.105995408,5.536574226,39100,bourgogne-franche-comté,baverans
168,46.585163377,5.434623271,39190,bourgogne-franche-comté,beaufort orbagna
169,46.556551899,6.082359393,39400,bourgogne-franche-comté,bellefontaine
170,47.028201675,5.605061014,39380,bourgogne-franche-comté,belmont
171,46.857207383,5.595263907,39800,bourgogne-franche-comté,bersaillin
172,46.925701949,5.868310395,39110,bourgogne-franche-comté,bracon
173,46.869681049,5.725636745,39800,bourgogne-franche-comté,buvilly
174,46.412315932,5.643405536,39240,bourgogne-franche-comté,cernon
175,46.692139123,6.026439714,39150,bourgogne-franche-comté,les chalesmes
176,46.766948662,5.991886106,39250,bourgogne-franche-comté,charency
177,46.614530533,5.726955677,39130,bourgogne-franche-comté,charezier
178,46.759243277,5.648414693,39210,bourgogne-franche-comté,chateau chalon
179,46.879800002,5.5442929450000005,39230,bourgogne-franche-comté,le chateley
180,46.663026475,5.727169626,39130,bourgogne-franche-comté,chatillon
181,46.500781245,5.861824827,39200,bourgogne-franche-comté,nanchez
182,46.884154623,5.879711162,39110,bourgogne-franche-comté,chaux champagny
183,46.693041196,5.571909283,39570,bourgogne-franche-comté,chille
184,46.870199969,5.858210036,39110,bourgogne-franche-comté,chilly sur salins
185,47.060399995,5.740191409,39380,bourgogne-franche-comté,chissey sur loue
186,46.805895385,5.437128703,39140,bourgogne-franche-comté,commenailles
187,46.676012788,5.487388674,39570,bourgogne-franche-comté,courlans
188,46.669676119,5.449171257,39570,bourgogne-franche-comté,courlaoux
189,47.132677999,5.792778762,39700,bourgogne-franche-comté,courtefontaine
190,46.512641842,5.697033148,39260,bourgogne-franche-comté,coyron
191,46.699491802,5.697212623,39210,bourgogne-franche-comté,hauteroche
192,46.466529395,5.7419862340000005,39260,bourgogne-franche-comté,crenans
193,47.051054482,5.478654585,39100,bourgogne-franche-comté,crissey
194,47.173242784,5.742542149,39700,bourgogne-franche-comté,dampierre
195,46.623880768,5.801157366,39130,bourgogne-franche-comté,denezieres
196,46.950886325,5.498571507,39120,bourgogne-franche-comté,le deschaux
197,46.885617586,5.487783703,39230,bourgogne-franche-comté,les deux fays
198,46.518360263,5.38498466,39190,bourgogne-franche-comté,digna
199,47.075502708,5.500897034,39100,bourgogne-franche-comté,dole
200,46.562417185,5.612866077,39270,bourgogne-franche-comté,dompierre sur mont
201,46.404302536,5.52954359,39240,bourgogne-franche-comté,dramelay
202,46.389785344,5.397605725,39160,bourgogne-franche-comté,val d epy
203,46.389785344,5.397605725,39320,bourgogne-franche-comté,val d epy
204,46.760836092,5.9428508650000005,39300,bourgogne-franche-comté,equevillon
205,42.897888566,1.129211246,9200,occitanie,alos
206,46.492221957,5.793862303,39130,bourgogne-franche-comté,etival
207,42.87585768,1.595543477,9400,occitanie,arignac
208,46.836292538,5.502884384,39230,bourgogne-franche-comté,francheville
209,42.689846976,2.037910827,9460,occitanie,artigues
210,46.636351633,5.890811397,39130,bourgogne-franche-comté,le frasnois
211,42.766542296,1.355768892,9140,occitanie,aulus les bains
212,46.958660024,5.954886904,39110,bourgogne-franche-comté,geraise
213,42.887117793,0.98278804,9800,occitanie,balacet
214,47.037391858,5.6858203320000005,39380,bourgogne-franche-comté,germigney
215,43.058173549,1.884852447,9500,occitanie,la bastide de bousignac
216,46.638116747,5.50962812,39570,bourgogne-franche-comté,gevingey
217,43.024895448,1.392649757,9240,occitanie,la bastide de serou
218,46.528638867,5.909426948,39150,bourgogne-franche-comté,grande riviere chateau
219,42.950959843,1.89986243,9600,occitanie,la bastide sur l hers
220,46.473281265,5.44835224,39320,bourgogne-franche-comté,graye et charnay
221,43.00739017,1.933669882,9600,occitanie,belloc
222,46.989178766,5.896461266,39110,bourgogne-franche-comté,ivrey
223,42.895305448,1.850852879,9300,occitanie,benaix
224,46.767223289,5.682794409,39210,bourgogne-franche-comté,ladoye sur seille
225,42.853965958,1.07673861,9800,occitanie,bethmale
226,42.837369269,1.032045893,9800,occitanie,bordes uchentein
227,46.706103332,5.457630233,39140,bourgogne-franche-comté,larnaud
228,43.206824744,1.517381142,9700,occitanie,brie
229,46.752350191,6.095555289,39250,bourgogne-franche-comté,la latette
230,43.069587717,1.277445001,9290,occitanie,camarade
231,46.38753267,5.769814173,39170,bourgogne-franche-comté,lavans les st claude
232,43.021739562,1.962204382,9500,occitanie,camon
233,46.38753267,5.769814173,39170,bourgogne-franche-comté,lavans les st claude
234,42.707804729,2.123895517,9460,occitanie,carcanieres
235,46.38753267,5.769814173,39170,bourgogne-franche-comté,lavans les st claude
236,43.092880528,1.939678458,9500,occitanie,cazals des bayles
237,46.716723376,5.605508663,39210,bourgogne-franche-comté,lavigny
238,43.119836867,1.067612925,9230,occitanie,cerizols
239,46.716723376,5.605508663,39210,bourgogne-franche-comté,lavigny
240,42.781483366,1.677300872,9310,occitanie,chateau verdun
241,46.394732447,5.672467609,39260,bourgogne-franche-comté,lect
242,46.889451599,5.982617343,39110,bourgogne-franche-comté,lemuy
243,46.75111933,5.976163891,39300,bourgogne-franche-comté,lent
244,46.770954536,6.075184305,39250,bourgogne-franche-comté,longcochon
245,47.030432038,5.552809277,39380,bourgogne-franche-comté,la loye
246,46.575761446,5.636094441,39270,bourgogne-franche-comté,marnezia
247,46.900018759,5.818250676,39600,bourgogne-franche-comté,mesnay
248,46.77774079,6.140716692,39250,bourgogne-franche-comté,mignovillard
249,46.77774079,6.140716692,39250,bourgogne-franche-comté,mignovillard
250,46.825383647,5.816773193,39800,bourgogne-franche-comté,molain
251,47.015340653,5.423234616,39500,bourgogne-franche-comté,molay
252,46.83829832,5.5952518520000005,39230,bourgogne-franche-comté,monay
253,47.114115559,5.460997029,39100,bourgogne-franche-comté,monnieres
254,46.894594959,5.639042641,39800,bourgogne-franche-comté,montholier
255,46.937006746,5.776683918,39600,bourgogne-franche-comté,montigny les arsures
256,46.705139659,5.791865625,39300,bourgogne-franche-comté,montigny sur l ain
257,47.217230686,5.51656716,39290,bourgogne-franche-comté,montmirey la ville
258,47.229925885,5.533745481,39290,bourgogne-franche-comté,montmirey le chateau
259,46.786828301,5.843837081,39300,bourgogne-franche-comté,montrond
260,46.557287203,6.016436172,39400,bourgogne-franche-comté,morbier
261,46.776692106,5.9905407870000005,39250,bourgogne-franche-comté,mournans charbonny
262,46.326880758,5.872391483,39310,bourgogne-franche-comté,les moussieres
263,46.790797471,5.943902595,39300,bourgogne-franche-comté,moutoux
264,46.419552874,5.35630085,39160,bourgogne-franche-comté,les trois chateaux
265,46.473943072,5.529454815,39270,bourgogne-franche-comté,nancuise
266,46.79445617,5.973982908,39300,bourgogne-franche-comté,les nans
267,47.002726559,5.51581086,39380,bourgogne-franche-comté,nevy les dole
268,46.735070332,5.644726458,39210,bourgogne-franche-comté,nevy sur seille
269,47.203818512,5.560676356,39290,bourgogne-franche-comté,offlanges
270,46.448708512,5.663245225,39270,bourgogne-franche-comté,onoz
271,46.519453561,5.598867642,39270,bourgogne-franche-comté,orgelet
272,47.249741201,5.699474911,39350,bourgogne-franche-comté,pagney
273,46.804080834,5.623869417,39230,bourgogne-franche-comté,passenans
274,46.993310722,5.366668785,39120,bourgogne-franche-comté,peseux
275,46.754640248,5.756814531,39800,bourgogne-franche-comté,picarreau
276,46.794313254,5.690542388,39800,bourgogne-franche-comté,plasne
277,46.594688625,5.622458481,39570,bourgogne-franche-comté,poids de fiole
278,46.818861886,5.773947475,39800,bourgogne-franche-comté,poligny
279,46.731661169,5.789236418,39300,bourgogne-franche-comté,pont du navoy
280,46.993964981,5.4744054680000005,39120,bourgogne-franche-comté,rahon
281,46.583165602,5.476647948,39190,bourgogne-franche-comté,rotalier
282,46.515275321,5.527285899,39270,bourgogne-franche-comté,rothonay
283,47.22663237,5.708697328,39350,bourgogne-franche-comté,rouffange
284,46.498235856,6.06968778,39220,bourgogne-franche-comté,les rousses
285,46.498235856,6.06968778,39400,bourgogne-franche-comté,les rousses
286,46.614706582,5.474621246,39190,bourgogne-franche-comté,ste agnes
287,46.408714547,5.875920618,39200,bourgogne-franche-comté,st claude
288,46.958784809,5.722490744,39600,bourgogne-franche-comté,st cyr montmalin
289,46.708595427,5.511372071,39570,bourgogne-franche-comté,st didier
290,46.386313329,5.443105612,39320,bourgogne-franche-comté,val suran
291,46.386313329,5.443105612,39320,bourgogne-franche-comté,val suran
292,46.412246961,5.798719091,39170,bourgogne-franche-comté,coteaux du lizon
293,46.606897999,5.595990619,39570,bourgogne-franche-comté,st maur
294,46.568096837,5.834026935,39130,bourgogne-franche-comté,st maurice crillat
295,47.160113967,5.794392815,39700,bourgogne-franche-comté,salans
296,47.042099833,5.665477502,39380,bourgogne-franche-comté,santans
297,46.474500649,5.617408824,39270,bourgogne-franche-comté,sarrogna
298,46.647137037,5.830542779,39130,bourgogne-franche-comté,songeson
299,46.540172646,5.757784209,39130,bourgogne-franche-comté,soucia
300,46.97920539,5.553672934,39380,bourgogne-franche-comté,souvans
301,46.923022059,5.512541577,39120,bourgogne-franche-comté,tassenieres
302,46.523696813,5.662745455,39270,bourgogne-franche-comté,la tour du meix
303,46.636413188,5.4624955790000005,39570,bourgogne-franche-comté,trenal
304,46.658826692,5.684090724,39570,bourgogne-franche-comté,verges
305,46.855455889,5.639683999,39800,bourgogne-franche-comté,villerserine
306,46.933518721,5.743829779,39600,bourgogne-franche-comté,villette les arbois
307,46.848011647,5.507972027,39230,bourgogne-franche-comté,le villey
308,46.602897042,5.464680776,39190,bourgogne-franche-comté,val sonnette
309,46.602897042,5.464680776,39190,bourgogne-franche-comté,val sonnette
310,46.79367224,5.482371739,39230,bourgogne-franche-comté,vincent froideville
311,46.348400035,5.52189486,39240,bourgogne-franche-comté,vosbles valfin
312,46.966560312,3.498985277,58270,bourgogne-franche-comté,anlezy
313,47.308662574,3.724871048,58800,bourgogne-franche-comté,anthien
314,47.040464565,4.015692994,58430,bourgogne-franche-comté,arleuf
315,47.310372331,3.5523411510000003,58420,bourgogne-franche-comté,asnan
316,47.124134471,3.719630112,58110,bourgogne-franche-comté,aunay en bazois
317,46.993703901,3.654343187,58110,bourgogne-franche-comté,biches
318,47.011971519,3.461879934,58270,bourgogne-franche-comté,billy chevannes
319,47.122483237,3.82148616,58120,bourgogne-franche-comté,blismes
320,47.429737821,3.624267859,58530,bourgogne-franche-comté,breves
321,46.94196697,3.140253373,58000,bourgogne-franche-comté,challuy
322,47.244720142,3.45042992,58700,bourgogne-franche-comté,champlin
323,46.853200997,3.523436401,58300,bourgogne-franche-comté,champvert
324,47.251871128,3.643272447,58800,bourgogne-franche-comté,chaumot
325,47.348513898,3.246722321,58350,bourgogne-franche-comté,colmery
326,47.256108779,3.689402188,58800,bourgogne-franche-comté,corbigny
327,46.75584565,3.5098283500000003,58300,bourgogne-franche-comté,cossaye
328,47.31839342,3.643605188,58190,bourgogne-franche-comté,dirol
329,47.071580028,3.845762646,58120,bourgogne-franche-comté,dommartin
330,47.347358725,3.822286786,58140,bourgogne-franche-comté,empury
331,47.17048431,3.731841261,58800,bourgogne-franche-comté,epiry
332,47.043647776,3.09366001,58600,bourgogne-franche-comté,garchizy
333,46.74622068,3.572315444,58300,bourgogne-franche-comté,lamenay sur loire
334,47.289145913,3.825318823,58140,bourgogne-franche-comté,lormes
335,46.698049547,3.49197907,58380,bourgogne-franche-comté,lucenay les aix
336,46.891574846,3.462345119,58260,bourgogne-franche-comté,la machine
337,47.230238077,3.00396493,58400,bourgogne-franche-comté,mesves sur loire
338,47.393000619,3.63581637,58190,bourgogne-franche-comté,metz le comte
339,47.194724629,3.860095553,58140,bourgogne-franche-comté,mhere
340,47.327325796,3.707138721,58190,bourgogne-franche-comté,moissy moulinot
341,46.876229584,3.74814841,58250,bourgogne-franche-comté,montaron
342,47.025418665,3.279291198,58130,bourgogne-franche-comté,montigny aux amognes
343,47.214293843,4.033132574,58230,bourgogne-franche-comté,montsauche les settons
344,47.196501089,3.458811837,58700,bourgogne-franche-comté,moussy
345,47.532184059,2.890145485,58450,bourgogne-franche-comté,neuvy sur loire
346,47.100804556,3.14618141,58320,bourgogne-franche-comté,parigny les vaux
347,47.404986749,3.164677484,58220,bourgogne-franche-comté,perroy
348,47.393831753,3.023949976,58200,bourgogne-franche-comté,pougny
349,47.17926708,3.11591039,58400,bourgogne-franche-comté,raveau
350,47.428512741,3.497810228,58500,bourgogne-franche-comté,rix
351,47.038444956,3.540866134,58110,bourgogne-franche-comté,rouy
352,46.907173624,3.086845687,58470,bourgogne-franche-comté,saincaize meauce
353,47.548323784,3.078355821,58310,bourgogne-franche-comté,st amand en puisaye
354,47.310384116,2.979820121,58150,bourgogne-franche-comté,st andelain
355,47.142698568,3.188014293,58130,bourgogne-franche-comté,st aubin les forges
356,46.996333663,3.404599867,58270,bourgogne-franche-comté,st benin d azy
357,47.267265254,4.095032233,58230,bourgogne-franche-comté,st brisson
358,47.320917806,3.153157406,58220,bourgogne-franche-comté,ste colombe des bois
359,47.347673421,3.620226539,58190,bourgogne-franche-comté,st didier
360,47.368787274,3.519227773,58210,bourgogne-franche-comté,st germain des bois
361,47.06844189,3.887071717,58120,bourgogne-franche-comté,st hilaire en morvan
362,47.047771084,3.232701792,58130,bourgogne-franche-comté,st martin d heuille
363,46.850549482,3.184554383,58490,bourgogne-franche-comté,st parize le chatel
364,47.058655622,3.809291888,58110,bourgogne-franche-comté,st pereuse
365,47.397152106,3.445964737,58210,bourgogne-franche-comté,st pierre du mont
366,47.101706892,3.519020775,58330,bourgogne-franche-comté,st saulge
367,47.356468636,3.699305614,58190,bourgogne-franche-comté,saizy
368,46.97672732,3.265716918,58160,bourgogne-franche-comté,sauvigny les bois
369,46.783063431,3.834829642,58170,bourgogne-franche-comté,savigny poil fol
370,47.014754309,3.840844707,58290,bourgogne-franche-comté,sermages
371,46.860833962,3.406365103,58300,bourgogne-franche-comté,sougy sur loire
372,47.312462675,3.489728345,58420,bourgogne-franche-comté,taconnay
373,47.05447347,3.723322788,58110,bourgogne-franche-comté,tamnay en bazois
374,46.752204501,3.848258349,58250,bourgogne-franche-comté,ternant
375,47.001103423,3.587717764,58110,bourgogne-franche-comté,tintury
376,47.328811429,2.913507219,58150,bourgogne-franche-comté,tracy sur loire
377,46.911289164,3.422713491,58260,bourgogne-franche-comté,trois vevres
378,47.037171544,3.143816706,58640,bourgogne-franche-comté,varennes vauzelles
379,47.226945644,3.818473294,58140,bourgogne-franche-comté,vauclaix
380,46.938009519,3.956586921,58370,bourgogne-franche-comté,villapourcon
381,47.376396559,3.438075945,58210,bourgogne-franche-comté,villiers le sec
382,47.064796871,5.3777147020000005,39500,bourgogne-franche-comté,abergement la ronce
383,46.955778512,5.809725465,39110,bourgogne-franche-comté,aiglepierre
384,46.859307701,5.9287358910000005,39110,bourgogne-franche-comté,andelot en montagne
385,46.959137146,5.277080177,39120,bourgogne-franche-comté,annoire
386,46.894404349,5.773071251,39600,bourgogne-franche-comté,arbois
387,46.772582561,5.876813684,39300,bourgogne-franche-comté,ardon
388,46.393818871,5.582269114,39240,bourgogne-franche-comté,arinthod
389,46.952953571,5.78448162,39600,bourgogne-franche-comté,les arsures
390,46.581654364,5.526378282,39270,bourgogne-franche-comté,la chailleuse
391,46.561977614,5.389704364,39190,bourgogne-franche-comté,augea
392,46.554958723,5.495274567,39270,bourgogne-franche-comté,augisey
393,47.125097086,5.5077556990000005,39100,bourgogne-franche-comté,authume
394,46.542556338,5.702967812,39130,bourgogne-franche-comté,baresia sur l ain
395,46.857207383,5.595263907,39800,bourgogne-franche-comté,bersaillin
396,46.820307882,6.116823945,39250,bourgogne-franche-comté,bief du fourg
397,46.73099818,5.426692489,39140,bourgogne-franche-comté,bletterans
398,46.580398304,5.721268625,39130,bourgogne-franche-comté,boissia
399,46.874338822,5.627977286,39800,bourgogne-franche-comté,brainans
400,46.93402991,5.938916487,39110,bourgogne-franche-comté,cernans
401,46.622738688,5.493457369,39570,bourgogne-franche-comté,cesancey
402,46.990400377,5.703642578,39380,bourgogne-franche-comté,chamblay
403,47.260097181,5.5044443,39290,bourgogne-franche-comté,champagney
404,46.744975968,5.8983600670000005,39300,bourgogne-franche-comté,champagnole
405,47.007794972,5.390195236,39500,bourgogne-franche-comté,champdivers
406,46.87911614,5.512528995,39230,bourgogne-franche-comté,champrougier
407,46.868024219,5.4550856880000005,39230,bourgogne-franche-comté,la chassagne
408,46.52980412,5.809442391,39130,bourgogne-franche-comté,chatel de joux
409,46.600726273,5.943755309,39150,bourgogne-franche-comté,la chaumusse
410,46.66328688,5.957121204,39150,bourgogne-franche-comté,chaux des crotenay
411,46.500781245,5.861824827,39150,bourgogne-franche-comté,nanchez
412,46.347931605,5.5673489830000005,39240,bourgogne-franche-comté,st hymetiere sur valouse
413,46.347931605,5.5673489830000005,39240,bourgogne-franche-comté,st hymetiere sur valouse
414,46.347931605,5.5673489830000005,39240,bourgogne-franche-comté,st hymetiere sur valouse
415,46.499559331,5.43244807,39190,bourgogne-franche-comté,chevreaux
